2026-01-09 08:55:00.002384,-9.6824,3.038,-4.312
2026-01-09 08:55:00.042053,-6.5856,0.5096,-4.1552
2026-01-09 08:55:00.081722,-6.6248,0.1764,-2.9008
2026-01-09 08:55:00.121391,-7.2324,-0.2352,-1.6464
2026-01-09 08:55:00.16106,-9.4472,-1.2152,-1.1368
2026-01-09 08:55:00.200728,-10.2312,-1.4308,-1.4112
2026-01-09 08:55:00.240397,-10.3684,-0.9604,-2.0972
2026-01-09 08:55:00.280066,-8.4672,0.588,-7.1344
2026-01-09 08:55:00.319735,-8.5848,3.626,-8.4476
2026-01-09 08:55:00.359404,-9.1924,3.4888,-5.782
2026-01-09 08:55:00.399072,-9.8784,2.9792,-1.2152
2026-01-09 08:55:00.438741,-9.3884,2.6068,-1.078
2026-01-09 08:55:00.47841,-8.5456,2.1364,-0.9212
2026-01-09 08:55:00.518079,-9.1336,1.2544,-0.98
2026-01-09 08:55:00.557747,-10.7016,1.8032,-1.2936
2026-01-09 08:55:00.597416,-11.4072,1.8816,-2.1168
2026-01-09 08:55:00.637085,-9.1728,0.2352,-5.0568
2026-01-09 08:55:00.676754,-8.3888,0.0588,-4.4688
2026-01-09 08:55:00.716423,-7.9968,0,-2.94
2026-01-09 08:55:00.756091,-9.8,1.4504,-0.5488
2026-01-09 08:55:00.79576,-9.9372,1.3132,-0.294
2026-01-09 08:55:00.835429,-9.8392,1.3328,-0.2548
2026-01-09 08:55:00.875098,-10.6232,1.4504,-1.0976
2026-01-09 08:55:00.914767,-10.5252,1.2936,-2.0188
2026-01-09 08:55:00.954435,-10.192,1.1368,-3.4692
2026-01-09 08:55:00.994104,-8.1144,0.4312,-4.0768
2026-01-09 08:55:01.033773,-8.3888,0.8232,-3.1164
2026-01-09 08:55:01.073442,-9.1336,1.4308,-2.3324
2026-01-09 08:55:01.11311,-11.0152,3.1752,-1.0976
2026-01-09 08:55:01.152779,-10.6036,3.0968,-1.1564
2026-01-09 08:55:01.192448,-9.8784,2.548,-2.1168
2026-01-09 08:55:01.232117,-7.644,2.1952,-4.9784
2026-01-09 08:55:01.271786,-8.526,1.8228,-3.5868
2026-01-09 08:55:01.311454,-8.8004,1.7836,-2.352
2026-01-09 08:55:01.351123,-9.8392,3.0184,-0.5488
2026-01-09 08:55:01.390792,-9.8588,3.136,-0.4312
2026-01-09 08:55:01.430461,-9.506,3.234,-0.2548
2026-01-09 08:55:01.470129,-9.016,1.96,-0.4312
2026-01-09 08:55:01.509798,-9.0552,1.5484,-0.686
2026-01-09 08:55:01.549467,-9.1728,0.7644,-0.9604
2026-01-09 08:55:01.589136,-9.8,-0.9408,-1.8424
2026-01-09 08:55:01.628805,-10.1136,-0.4312,-2.2736
2026-01-09 08:55:01.668473,-9.8588,0.4312,-3.4888
2026-01-09 08:55:01.708142,-9.0944,2.8616,-5.4488
2026-01-09 08:55:01.747811,-8.7808,3.0184,-5.2332
2026-01-09 08:55:01.78748,-9.4668,2.7832,-4.0572
2026-01-09 08:55:01.827148,-10.1136,1.5288,-0.9016
2026-01-09 08:55:01.866817,-10.1724,1.96,-0.686
2026-01-09 08:55:01.906486,-11.5444,1.4308,-0.4116
2026-01-09 08:55:01.946155,-8.8984,0.9016,-3.1752
2026-01-09 08:55:01.985824,-6.3112,1.47,-4.1356
2026-01-09 08:55:02.025492,-6.2524,1.47,-3.0184
2026-01-09 08:55:02.065161,-7.3696,0.98,-0.9408
2026-01-09 08:55:02.10483,-8.232,0.6076,-1.0976
2026-01-09 08:55:02.144499,-9.3688,0.3724,-1.274
2026-01-09 08:55:02.184167,-11.2112,-0.6272,-1.8816
2026-01-09 08:55:02.223836,-12.1128,-0.3332,-2.2148
2026-01-09 08:55:02.263505,-10.9564,1.1172,-5.7624
2026-01-09 08:55:02.303174,-8.1144,5.1744,-9.408
2026-01-09 08:55:02.342843,-8.624,4.2336,-6.076
2026-01-09 08:55:02.382511,-8.8396,3.0184,-3.4104
2026-01-09 08:55:02.42218,-8.8984,1.2544,-0.2744
2026-01-09 08:55:02.461849,-9.0944,1.4504,-0.294
2026-01-09 08:55:02.501518,-9.5648,1.3328,-0.294
2026-01-09 08:55:02.541187,-10.78,0.6272,-0.2352
2026-01-09 08:55:02.580855,-10.8976,0.7448,-0.4508
2026-01-09 08:55:02.620524,-11.4464,1.5288,-1.3132
2026-01-09 08:55:02.660193,-10.6232,1.9992,-6.1544
2026-01-09 08:55:02.699862,-7.154,-2.2736,-7.5068
2026-01-09 08:55:02.739531,-7.84,-0.6468,-5.292
2026-01-09 08:55:02.779199,-8.8984,-0.2352,-1.2152
2026-01-09 08:55:02.818868,-9.8784,0.3332,-1.4504
2026-01-09 08:55:02.858537,-9.8392,0.9016,-1.9796
2026-01-09 08:55:02.898206,-7.9184,1.0976,-4.5864
2026-01-09 08:55:02.937875,-7.8988,1.9404,-4.8804
2026-01-09 08:55:02.977543,-8.4476,2.3912,-3.822
2026-01-09 08:55:03.017212,-8.7808,2.94,-1.0976
2026-01-09 08:55:03.056881,-8.6632,2.4892,-0.8428
2026-01-09 08:55:03.09655,-8.9964,1.7444,-0.7056
2026-01-09 08:55:03.136219,-10.0352,-0.2744,-1.3328
2026-01-09 08:55:03.175887,-10.0548,-0.9016,-1.764
2026-01-09 08:55:03.215556,-9.7412,-1.3328,-2.5284
